Eur Price,Boat Type,Manufacturer,Year Built,Length,Width,Material,Location,Views Last 7 Days,Boat Condition,Engine Type
168000,Flybridge,Hatteras power boats,1987,14.8,4.88,GRP,Italy,48,Used boat,nan
168000,Flybridge,B̩n̩teau power boats,2003,13.95,4.3,PVC,Spain,45,Used boat,Diesel
168000,Flybridge,Astondoa power boats,2002,11.99,4.2,GRP,Spain,78,Used boat,Diesel
170000,Motor Yacht,Princess power boats,1995,16,4.45,nan,Italy,122,Used boat,Diesel
170000,Fishing Boat,Ocean Yachts power boats,1991,15.94,4.96,GRP,Italy,81,Used boat,Diesel
170000,Motor Yacht,Atlantis power boats,2009,13.7,4.03,GRP,Croatia,107,Used boat,Diesel
170000,Flybridge,Cabo power boats,2001,10.57,3.96,GRP,Italy,22,Used boat,Diesel
170000,Flybridge,President power boats,1989,14,4.8,GRP,Croatia,22,Used boat,nan
170000,Motor Yacht,Fairline power boats,2005,3.96,3.66,GRP,Croatia,108,Used boat,Diesel
170000,Sport Boat,nan,2016,9.98,2.99,PVC,France,61,Used boat,Unleaded
170000,Sport Boat,Sessa power boats,2012,9.93,3.45,nan,France,111,Used boat,nan
170000,Hardtop,Bavaria power boats,2007,12.95,4.28,nan,Italy,95,Used boat,Diesel
170000,Hardtop,Sealine power boats,2011,11,3.7,PVC,Spain,106,Used boat,Diesel
170000,Flybridge,Prestige Yachts power boats,2006,11.99,4.16,GRP,Portugal,53,Used boat,Diesel
170000,Flybridge,Jeanneau power boats,2006,11.98,4.16,nan,Portugal,48,Used boat,Diesel
170000,Offshore Boat,Performance power boats,1994,10.98,3,GRP,Italy,136,Used boat,Unleaded
170000,Motor Yacht,Azimut power boats,2004,14.65,4.4,GRP,Spain,83,Used boat,Diesel
170000,Cabin Boat,Arcoa power boats,2006,13.64,3.95,GRP,France,104,Used boat,Diesel
170000,Center console boat,Tuccoli power boats,2019,7.5,2.54,GRP,Italy,70,Used boat,Unleaded
175000,Motor Yacht,Super van Craft power boats,1989,15,4.5,Steel,Netherlands,111,Used boat,nan
175000,Flybridge,Sea Ray power boats,1999,13.84,4.32,GRP,Portugal,71,Used boat,Diesel
175000,Hardtop,Airon Marine power boats,2006,13.45,3.8,PVC,France,33,Used boat,Diesel
175000,Runabout,Boesch power boats,2003,7.8,2.5,Wood,Austria,139,Used boat,Unleaded
175000,Trawler,nan,2008,13.6,4.17,nan,Croatia,89,Used boat,nan
175000,Sport Boat,Jeanneau power boats,2018,10.57,3.21,GRP,Spain,85,Used boat,Unleaded
175000,Motor Yacht,Sessa power boats,2008,12.92,3.9,GRP,Greece,63,Used boat,Diesel
175000,Trawler,B̩n̩teau power boats,2008,13.6,4.17,nan,Italy,81,Used boat,Diesel
175000,Bowrider,Chris Craft power boats,2013,10.4,3.06,PVC,France,93,Used boat,Diesel
175000,Hardtop,Sessa power boats,2010,11.7,3.75,GRP,Italy,88,Used boat,Diesel
175000,Flybridge,Cranchi power boats,2004,14.99,4.33,PVC,France,64,Used boat,Diesel
175000,Hardtop,Prestige Yachts power boats,2010,12.64,3.95,PVC,France,167,Used boat,Diesel
175000,Motor Yacht,Sessa power boats,2010,11.7,3.75,GRP,Italy,63,Used boat,nan
175000,Motor Yacht,Sessa power boats,2010,11.58,0.91,nan,Malta,73,Used boat,nan
175000,Flybridge,Rodman power boats,2006,11.9,4.2,GRP,Spain,106,Used boat,Diesel
175000,Wakeboard/Wakesurf,MasterCraft power boats,,6.81,2.59,GRP,Austria,212,new boat from stock,Unleaded
179000,Motor Yacht,Sunseeker power boats,2003,14.78,4.24,nan,Italy,119,Used boat,Diesel
179000,House Boat,nan,2017,12.5,4.5,nan,Germany,103,Used boat,Unleaded
179000,Motor Yacht,Bavaria power boats,2012,11.89,3.99,GRP,Croatia,137,Used boat,nan
179000,Trawler,Menorquin power boats,2002,15.95,5,GRP,Netherlands,70,Used boat,nan
179000,Motor Yacht,Elling power boats,1999,13.2,4.25,GRP,Netherlands,118,Used boat,nan
179000,Motor Yacht,Meridian Yachts power boats,2008,12,4,GRP,Croatia,69,Used boat,Diesel
179000,Trawler,nan,2002,11.7,4.04,Steel,Netherlands,49,Used boat,nan
179000,Hardtop,Bruno Abbate power boats,2004,14.5,4.5,nan,Italy,74,Used boat,Diesel
179000,Hardtop,Elan power boats,2008,13,3.9,GRP,Netherlands,142,Used boat,nan
179000,Motor Yacht,Atlantic Motor Yachts power boats,1999,13.1,4.25,GRP,Netherlands,105,Used boat,nan
178900,Motor Yacht,Four Winns power boats,2017,10.7,3.3,PVC,France,71,Used boat,Unleaded
178306.45,Hardtop,Bavaria power boats,2020,10.94,3.31,nan,Denmark,165,new boat from stock,nan
178000,Motor Yacht,Sea Ray power boats,2006,14.5,4.26,nan,Italy,69,Used boat,nan
178000,Motor Yacht,Sea Ray power boats,2006,13.71,4.26,nan,Italy,128,Used boat,Diesel
180000,Center console boat,XL Marine power boats,2008,13,4.06,nan,Italy,42,Used boat,Diesel
180000,Flybridge,Bertram Yacht power boats,1997,10.93,3.96,GRP,Italy,35,Used boat,Diesel
180000,Bowrider,Sea Ray power boats,2018,9.5,2.74,PVC,France,79,Used boat,Unleaded
180000,Fishing Boat,Tiara power boats,2005,12.5,4,GRP,Italy,66,Used boat,Diesel
180000,Hardtop,Sessa power boats,2010,11.5,3.75,GRP,Italy,61,Used boat,nan
180000,Motor Yacht,Prestige Yachts power boats,2008,11.92,3.89,GRP,Netherlands,105,Used boat,nan
180000,Pilothouse,Boston Whaler power boats,2014,9.8,3.1,PVC,France,120,Used boat,Unleaded
180000,Motor Yacht,Nimbus power boats,2020,9.35,2.95,GRP,Germany,67,new boat from stock,Unleaded
180000,Motor Yacht,Princess power boats,2000,17.04,4.27,GRP,Italy,59,Used boat,Diesel
180000,Flybridge,Fairline power boats,2001,14.59,4.32,GRP,Portugal,124,Used boat,Diesel
180000,Trawler,B̩n̩teau power boats,2006,13.49,4.17,GRP,Portugal,104,Used boat,Diesel
180000,Motor Yacht,XL Marine power boats,2008,13,4.06,nan,Italy,41,Used boat,Diesel
180000,Motor Yacht,Jeanneau power boats,2010,11.92,3.89,nan,Italy,57,Used boat,nan
180000,Motor Yacht,Elan power boats,2013,11,,nan,Croatia,179,Used boat,Diesel
180000,Motor Yacht,Astondoa power boats,1998,15.4,4.65,GRP,Spain,101,Used boat,nan
180000,Flybridge,Gianetti power boats,1998,17.9,4.7,GRP,Italy,212,Used boat,Diesel
187000,Motor Yacht,Bavaria power boats,2011,13.83,4.41,GRP,nan,51,Used boat,Diesel
187000,Motor Yacht,Aquador power boats,2018,9.15,3.1,GRP,Finland,120,Used boat,nan
186491.94,Trawler,Grand Banks power boats,1989,12.74,4.13,GRP,Denmark,74,new boat from stock,Diesel
186491.94,Motor Yacht,Rodman power boats,2006,11.9,4.2,GRP,Denmark,43,new boat from stock,Diesel
185900,Motor Yacht,Jeanneau power boats,2020,10.52,3.2,GRP,Germany,59,new boat from stock,Unleaded
185462,Sport Boat,B̩n̩teau power boats,2020,9.95,3,PVC,Spain,110,new boat from stock,Unleaded
185000,"Classic,Runabout",Comitti power boats,2015,10.5,2.99,GRP,Switzerland ,286,Used boat,Unleaded
185000,Hardtop,Sealine power boats,2010,10.67,3.75,nan,Italy,53,Used boat,Diesel
185000,Trawler,Aquanaut power boats,2004,14.95,4.55,nan,Italy,82,Used boat,Diesel
185000,Motor Yacht,Sea Ray power boats,2004,16,4,GRP,Croatia,86,Used boat,Diesel
185000,Motor Yacht,nan,2002,17,4.65,GRP,Spain,66,Used boat,Diesel
185000,Trawler,nan,2002,14.95,4.5,Steel,Netherlands,73,Used boat,nan
185000,Flybridge,Sealine power boats,2000,15.5,4.58,nan,Italy,107,Used boat,Diesel
185000,Motor Yacht,Carnevali power boats,2002,14.9,4.56,GRP,Italy,85,Used boat,Diesel
185000,House Boat,nan,2009,18,4.5,Steel,Netherlands,63,Used boat,Diesel
189784.95,Motor Yacht,Jeanneau power boats,2020,10,3,nan,Denmark,68,new boat from stock,nan
213541.67,Flybridge,Sealine power boats,2010,11.74,3.78,GRP,Switzerland ,331,Used boat,Diesel
189500,Hardtop,Princess power boats,2003,14,4,GRP,Croatia,139,Used boat,Diesel
189500,House Boat,nan,,14.9,4.9,Steel,Netherlands,125,new boat from stock,nan
189000,Motor Yacht,Ecoline power boats,1997,15,4.4,Steel,Netherlands,79,Used boat,Diesel
189000,Motor Yacht,Neptunus power boats,2009,11.7,3.89,GRP,Netherlands,116,Used boat,nan
189000,Trawler,nan,2002,14.5,4.5,nan,Netherlands,67,Used boat,Diesel
189000,Trawler,Treffer power boats,2006,13.3,4.3,Steel,Netherlands,70,Used boat,nan
189000,Motor Yacht,Atlantis power boats,2008,13.96,4.25,nan,Croatia,54,Used boat,Diesel
189000,Motor Yacht,Princess power boats,2004,15.49,4.22,GRP,Croatia,156,Used boat,Diesel
189000,Flybridge,Princess power boats,2004,13.92,4.27,GRP,Croatia,74,Used boat,Diesel
189000,Flybridge,Fairline power boats,2005,12.1,3.69,GRP,nan,68,Used boat,Diesel
189000,Motor Yacht,Sunseeker power boats,2000,15.43,4.4,nan,Spain,160,Used boat,Diesel
189000,Motor Yacht,Valkkruiser power boats,2005,13.6,4.25,Steel,Netherlands,81,Used boat,Diesel
195000,Flybridge,Ferretti power boats,2005,14.4,4.33,GRP,Spain,129,Used boat,nan
195000,Motor Yacht,Jeanneau power boats,2015,11.51,3.62,PVC,France,74,Used boat,Diesel
195000,Motor Yacht,Succes power boats,2011,12,4.33,Steel,Netherlands,93,Used boat,nan
195000,"Classic,House Boat,Motor Yacht",nan,1967,22,5.8,Steel,Germany,394,Used boat,Diesel
195000,Motor Yacht,van der Heijden power boats,2010,13.5,4.25,Steel,Germany,302,Used boat,Diesel
195000,Cabin Boat,Kiel Classic power boats,2008,10.5,3,nan,Germany,283,Used boat,Diesel
194900,Motor Yacht,Piculjan Marine power boats,2007,12,3,GRP,Croatia,102,Used boat,Diesel
194900,Hardtop,Piculjan Marine power boats,2007,12.37,3.72,GRP,Croatia,41,Used boat,Diesel
194300,Wakeboard/Wakesurf,Nautique power boats,2020,8.31,2.59,GRP,Germany,100,new boat on order,Unleaded
218750,Runabout,Ganz Boats power boats,2019,7.6,2.5,GRP,Switzerland ,122,Display Model,Unleaded
194000,Trawler,Pedro power boats,,9.1,3.3,Steel,Netherlands,56,new boat from stock,Diesel
194000,Trawler,B̩n̩teau power boats,2015,10.98,4,PVC,France,59,Used boat,Diesel
194000,Motor Yacht,Windy power boats,2008,10.85,3.1,GRP,Germany,125,Used boat,Diesel
193920,Hardtop,B̩n̩teau power boats,2020,9.95,3.35,PVC,France,67,new boat from stock,Unleaded
217708.33,Motor Yacht,Linssen power boats,2013,9.75,3.26,Steel,Switzerland ,216,Used boat,Diesel
197500,Hardtop,Bavaria power boats,2018,11.65,3.99,nan,Italy,196,new boat from stock,Unleaded
197500,Motor Yacht,nan,2002,13.55,4.15,Steel,Netherlands,63,Used boat,nan
197500,Motor Yacht,van der Heijden power boats,2000,14.95,4.5,Steel,Netherlands,51,Used boat,nan
197431,Motor Yacht,AluVenture power boats,2018,11,2.9,Aluminium,Estonia,69,Used boat,nan
197379.03,Hardtop,Bavaria power boats,2016,10.94,3.31,GRP,Germany,166,Used boat,Diesel
197000,House Boat,nan,,18,5,Steel,Germany,87,new boat from stock,Unleaded
197000,Motor Yacht,Bavaria power boats,2016,10.94,3.31,GRP,Germany,101,Used boat,Diesel
197000,Sport Boat,Marine Yachting power boats,2010,13.8,4,GRP,Italy,47,Used boat,Diesel
197000,Motor Yacht,Princess power boats,2004,13,4,GRP,Croatia,168,Used boat,Diesel
196000,Flybridge,Posillipo power boats,1991,18,4.74,GRP,Germany,103,Used boat,Diesel
196000,House Boat,nan,2009,13.2,4.8,GRP,Germany,224,Used boat,Diesel
195755,Motor Yacht,Delphia power boats,2020,10.8,3.45,GRP,Poland,79,new boat from stock,Diesel
218750,Sport Boat,Chris Craft power boats,,8.13,2.59,GRP,Switzerland ,302,new boat from stock,Unleaded
218750,Runabout,Chris Craft power boats,2018,8.13,2.59,GRP,Switzerland ,167,new boat from stock,Unleaded
199000,Motor Yacht,Jeanneau power boats,2009,13.36,4.16,GRP,Croatia,60,Used boat,Diesel
199000,Motor Yacht,Performance power boats,2004,13.9,3.7,GRP,Italy,67,Used boat,Diesel
199000,Motor Yacht,Bavaria power boats,2011,13.22,4.41,GRP,Spain,101,Used boat,Diesel
199000,Hardtop,Jeanneau power boats,2019,10,3,PVC,Croatia,27,Used boat,Unleaded
199000,Motor Yacht,Bavaria power boats,2011,11.8,3.99,GRP,Germany,98,Used boat,Unleaded
199000,Motor Yacht,Bavaria power boats,2015,13.29,3.99,GRP,Germany,117,Used boat,Unleaded
199000,Flybridge,B̩n̩teau power boats,2011,13.5,4.09,PVC,France,60,Used boat,Diesel
199000,Hardtop,Jeanneau power boats,2015,11.62,3.62,nan,France,90,Used boat,Diesel
199000,Motor Yacht,Jeanneau power boats,2019,10.44,3.32,GRP,Croatia,37,Used boat,Unleaded
199000,Hardtop,Jeanneau power boats,2016,11.62,3.62,PVC,France,98,Used boat,Diesel
199000,Flybridge,B̩n̩teau power boats,2011,13.5,4.09,PVC,France,59,Used boat,Diesel
199000,Hardtop,Menorquin power boats,2007,12,3,GRP,Croatia,46,Used boat,Diesel
199000,House Boat,nan,2019,11.5,4.5,Reinforced concrete,Germany,169,Used boat,Unleaded
199000,Motor Yacht,Atlantis power boats,2008,13.96,4.2,GRP,Malta,86,Used boat,Diesel
199000,Flybridge,Conam power boats,1996,17.15,4.3,GRP,Belgium,229,Used boat,Diesel
199000,Hardtop,Jeanneau power boats,2017,10.6,3.7,PVC,France,46,Used boat,Diesel
200000,Motor Yacht,Baia power boats,2001,14.7,4.2,GRP,Croatia,169,Used boat,nan
200000,Flybridge,Aqualum power boats,2007,13.4,4.25,GRP,Italy,126,Used boat,nan
199999,Motor Yacht,nan,2017,11.58,3.2,GRP,Turkey,79,new boat from stock,nan
199999,Cabin Boat,Sunseeker power boats,2004,14.76,4.2,Plastic,Croatia,1230,Used boat,Diesel
199990,Flybridge,Pfeil power boats,1991,16.2,4.9,GRP,Croatia,49,Used boat,Diesel
199900,Flybridge,Jeanneau power boats,2009,13.36,4.16,GRP,Croatia,180,Used boat,Diesel
199900,Flybridge,Prestige Yachts power boats,2010,13.4,4.2,PVC,France,66,Used boat,Diesel
199900,Motor Yacht,Atlantic Motor Yachts power boats,1999,13.1,4.27,GRP,Germany,54,Used boat,Diesel
199900,Motor Yacht,Greenline power boats,2018,9.99,3.49,GRP,Netherlands,116,new boat from stock,Diesel
199900,Sport Boat,B̩n̩teau power boats,2019,9.63,3.32,PVC,France,68,new boat from stock,Unleaded
199900,Trawler,Topaz power boats,1995,14.85,4.8,Steel,Netherlands,36,Used boat,nan
199900,Motor Yacht,Chris Craft power boats,2016,10.36,3.05,GRP,Spain,160,Used boat,Unleaded
199900,Hardtop,Flipper power boats,2020,9.02,3.15,GRP,Spain,153,new boat on order,Unleaded
199900,Sport Boat,Jeanneau power boats,2020,9.23,2.98,GRP,Germany,71,Used boat,Unleaded
209000,Trawler,Linssen power boats,2000,13.2,4.55,Steel,Germany,98,Used boat,Diesel
209000,Motor Yacht,Valk power boats,1999,14.9,4.45,Steel,Netherlands,134,Used boat,nan
209000,Motor Yacht,Galeon power boats,2017,10.9,3.35,GRP,Croatia,87,Used boat,Diesel
209000,Hardtop,Jeanneau power boats,2020,10.5,3.35,PVC,France,114,new boat from stock,Unleaded
209000,Cabin Boat,Chris Craft power boats,2014,,,nan,Croatia,194,Used boat,nan
208500,Trawler,Pedro power boats,,9.1,3.4,Steel,Netherlands,99,new boat from stock,Diesel
208313,Motor Yacht,Rhea power boats,,10.6,3.15,GRP,Netherlands,125,new boat from stock,nan
208000,Hardtop,Jeanneau power boats,2008,11.98,4.16,GRP,Italy,45,Used boat,Diesel
206000,Motor Yacht,Viper power boats,,9.8,3,GRP,Germany,30,new boat from stock,Unleaded
205000,Motor Yacht,Ferretti power boats,1994,18.99,5.11,GRP,Portugal,93,Used boat,Diesel
205000,Flybridge,Sealine power boats,2009,12.9,4.21,GRP,Italy,135,Used boat,Diesel
205000,Trawler,Valk power boats,2010,15.2,4.55,Steel,Netherlands,110,Used boat,nan
205000,Motor Yacht,Terra Nauta power boats,2009,11.99,3.99,GRP,Croatia,85,Used boat,Diesel
205000,Flybridge,Sea Ray power boats,2006,14.08,4.27,PVC,Spain,69,Used boat,Diesel
205000,House Boat,Feltz power boats,2018,14.99,4.8,Steel,Germany,236,new boat from stock,Unleaded
212000,Hardtop,Bavaria power boats,2014,12.95,3.99,GRP,Croatia,132,Used boat,Diesel
212000,Pilothouse,Jeanneau power boats,2020,10.45,3.37,GRP,Germany,76,new boat from stock,Unleaded
238541.67,Hardtop,Saga power boats,2013,11,3.47,GRP,Switzerland ,247,Used boat,Diesel
211800,Sport Boat,Fjord power boats,2017,11.5,3.64,GRP,Croatia,187,Used boat,Diesel
211693.55,Flybridge,Cranchi power boats,2004,15.72,4.33,GRP,Denmark,73,Diesel,nan
211106,Motor Yacht,Jeanneau power boats,,10.56,3.32,GRP,Germany,72,new boat from stock,Unleaded
210900,Hardtop,Galeon power boats,,10.2,3.35,GRP,Germany,81,new boat from stock,Unleaded
210000,Motor Yacht,Premier power boats,1995,15.24,4.57,Steel,Spain,45,Used boat,Diesel
210000,Sport Boat,nan,2015,9.9,3.9,nan,Italy,215,Used boat,Diesel
210000,Motor Yacht,Cranchi power boats,2005,13.13,3.83,GRP,Portugal,53,Used boat,Diesel
210000,Flybridge,Cranchi power boats,2004,15.72,4.33,GRP,Spain,102,Used boat,Diesel
210000,Motor Yacht,Princess power boats,2003,14.63,3.96,GRP,Croatia,88,Used boat,Diesel
210000,Flybridge,Jeanneau power boats,2011,10.92,3.72,GRP,Croatia,116,Used boat,Diesel
210000,Flybridge,Rodman power boats,2007,13.67,4.2,PVC,Spain,39,Used boat,Diesel
210000,Trawler,Gruno power boats,2008,13.4,4.1,Steel,Netherlands,76,Used boat,nan
210000,Motor Yacht,Princess power boats,2003,14.88,3.95,nan,Italy,87,Used boat,Diesel
218000,Flybridge,Prestige Yachts power boats,2013,11.25,3.72,PVC,France,35,Used boat,Diesel
218000,Motor Yacht,Jeanneau power boats,2015,11.43,3.84,GRP,Spain,66,Used boat,Diesel
244791.67,Pilothouse,Bavaria power boats,2017,10.95,3.31,GRP,Switzerland ,216,new boat from stock,Unleaded
217325.27,Motor Yacht,Bavaria power boats,2020,11.66,3.59,nan,Denmark,177,new boat from stock,nan
217300,Motor Yacht,Jeanneau power boats,2019,9.79,3.62,nan,Italy,60,new boat from stock,nan
216590,Motor Yacht,Aquador power boats,2019,8.25,3.05,GRP,Germany,84,new boat from stock,Diesel
242604.17,Motor Yacht,Viper power boats,2020,9.8,3,GRP,Switzerland ,220,new boat from stock,Unleaded
215127,Motor Yacht,B̩n̩teau power boats,2020,9.95,3.35,nan,Spain,55,new boat from stock,Unleaded
215000,Motor Yacht,nan,2004,17.53,4.65,nan,Italy,149,Used boat,Diesel
215000,Flybridge,Fairline power boats,2002,14.59,4.32,GRP,Portugal,71,Used boat,Diesel
215000,Motor Yacht,Princess power boats,2008,14.35,3.99,GRP,Montenegro,228,Used boat,Diesel
215000,Motor Yacht,Ilver power boats,2000,15,4.25,GRP,Malta,134,Used boat,nan
215000,Flybridge,Princess power boats,1999,15.9,4.47,nan,Italy,169,Used boat,Diesel
220000,Motor Yacht,Marex power boats,2019,9.99,3.3,nan,Croatia,144,Used boat,nan
220000,Flybridge,Raffaelli power boats,2002,15.83,4.3,nan,Italy,49,Used boat,Diesel
220000,Hardtop,B̩n̩teau power boats,2011,12.9,3.99,GRP,Italy,61,Used boat,nan
220000,Cabin Boat,Majoni power boats,2010,11.69,3.66,GRP,Spain,66,Used boat,Diesel
220000,Motor Yacht,Baia power boats,2004,17,4.75,nan,Italy,161,Used boat,nan
220000,Flybridge,Princess power boats,1995,17.83,5.18,nan,Montenegro,101,Used boat,Diesel
220000,Motor Yacht,Jeanneau power boats,2016,11.15,3.74,GRP,Netherlands,129,Used boat,Diesel
220000,Pontoon Boat,Rizzardi power boats,2004,16.1,4.35,GRP,Italy,116,Used boat,Diesel
220000,Motor Yacht,Carver power boats,1998,15,4,GRP,Croatia,103,Used boat,Diesel
220000,Hardtop,B̩n̩teau power boats,2020,9.95,3.32,PVC,France,72,new boat from stock,Unleaded
220000,Hardtop,Gobbi power boats,2004,16.02,4.4,nan,Italy,313,Used boat,Diesel
220000,Flybridge,Riva power boats,1997,17.28,4.75,GRP,Netherlands,137,Used boat,nan
220000,Motor Yacht,Baia power boats,2009,12.57,4.61,GRP,Italy,54,Used boat,Diesel
220000,Cabin Boat,Sunseeker power boats,2004,14.76,4.2,nan,France,869,Used boat,Diesel
220000,"Hardtop,Motor Yacht",Galeon power boats,2010,11.7,3.66,GRP,Germany,1153,Used boat,Diesel
220000,Motor Yacht,nan,1991,23,5.8,GRP,Italy,157,Used boat,nan
225000,Flybridge,Portofino Marine power boats,2004,14.25,4.25,GRP,Croatia,58,Used boat,Diesel
225000,Trawler,B̩n̩teau power boats,2016,9.99,3.53,GRP,France,58,Used boat,Diesel
225000,Hardtop,Jeanneau power boats,2011,13.34,4.17,nan,Italy,83,Used boat,Diesel
225000,Motor Yacht,Vacance power boats,2004,13.5,4.2,Steel,Germany,78,Used boat,nan
225000,Sport Boat,AXOPAR power boats,2019,11.2,3.3,GRP,Germany,272,new boat from stock,Unleaded
225000,Hardtop,B̩n̩teau power boats,2009,14.8,4.27,PVC,France,82,Used boat,Diesel
225000,Flybridge,Hatteras power boats,1987,20,4.97,GRP,Italy,59,Used boat,Diesel
225000,Motor Yacht,Nimbus power boats,2017,10.07,3.25,GRP,Germany,169,Used boat,Diesel
225000,Flybridge,B̩n̩teau power boats,2008,12.17,4.2,GRP,Italy,82,Used boat,Diesel
225000,Flybridge,Princess power boats,2004,13.49,4.14,GRP,Croatia,82,Used boat,Diesel
225000,Trawler,Pacific power boats,1995,14.95,4.25,Steel,Netherlands,69,Used boat,Diesel
225000,Hardtop,Absolute power boats,2008,14.6,4.35,nan,Italy,123,Used boat,Diesel
225000,Trawler,nan,1951,38.6,5.07,Steel,Netherlands,34,Used boat,nan
225000,Motor Yacht,Apreamare power boats,2004,12.08,4.48,GRP,Netherlands,89,Used boat,nan
225000,Center console boat,Innovazioni e Progetti power boats,2009,14.7,4.64,GRP,Italy,62,Used boat,nan
225000,Motor Yacht,Innovazioni e Progetti power boats,2008,12.96,4.15,GRP,Italy,186,Used boat,Diesel
230000,Trawler,Succes power boats,2010,14.9,4.2,Steel,Germany,109,Used boat,Diesel
230000,Flybridge,nan,1999,15.4,5,GRP,Italy,53,Used boat,nan
230000,Sport Boat,Cantieri di Sarnico power boats,2008,13.07,4.16,GRP,Italy,81,Used boat,Diesel
230000,Motor Yacht,Marex power boats,2011,11.37,3.5,GRP,Croatia,127,Used boat,Diesel
230000,Trawler,Pedro power boats,,10.6,3.5,Steel,Netherlands,96,new boat from stock,Diesel
230000,Hardtop,Prestige Yachts power boats,2012,13.36,4.16,PVC,France,103,Used boat,Diesel
